full_text,retweet_count,user_followers_count,favorite_count,created_at,pos_score,neg_score,sent_score
municip corpor bhopal initi polythen free area cleanli drive ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2799,1,Mon Jul 22 08:45:46 +0000 2019,0.375,0.0,1
shop shop garbag collect bmc sbm ward bhopal th juli swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu swachhbhop sourcesegreg greenandblu,0,2799,1,Mon Jul 22 08:44:34 +0000 2019,0.0,0.0,0
In kanyakumari district tamilnadu swachhbharat intern carri sever activ ensur swachhata swachh,8,251,0,Mon Jul 22 08:44:26 +0000 2019,0.5,0.625,-1
polythen free area cleanli drive bmc sbm central librari ground ward bhopal th juli swachhbhop swachhbharat mycleanindia swachhataleagu swachhsurvekshanleagu,0,2799,1,Mon Jul 22 08:39:21 +0000 2019,0.75,0.0,1
swachhbharat ki realiti,10,229,0,Mon Jul 22 08:36:19 +0000 2019,0.25,0.0,1
swachhbharat collabor common caus intern volunt swachhbharat summer internship programm undertook seri activ relat plastic wast manag kathua district jammuandkashmir swachhbharat zsbp,0,531,0,Mon Jul 22 08:35:40 +0000 2019,0.625,0.125,1
collabor common caus intern volunt swachhbharat summer internship programm undertook seri activ relat plastic wast manag kathua district jammuandkashmir,7,431710,51,Mon Jul 22 08:34:28 +0000 2019,0.625,0.125,1
help US with our shramdaan cleanli drive for cleandelhi swachhbharat gt gt buy here gt gt,6,1895,0,Mon Jul 22 08:30:42 +0000 2019,1.375,0.0,1
everi one know pragya singh thakur elect bjp hindu hindutva braveri carnag organ plant bomb amp kill muslim modi she never elect peopl welfar sadhvi confess swachhbharat pragyasinghthakur,0,536,0,Mon Jul 22 08:30:37 +0000 2019,0.5,2.25,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1895,0,Mon Jul 22 08:30:21 +0000 2019,0.0,0.0,0
volunt nyksananthapuramu andhrapradesh organis villag level ralli solid wast manag erad plastic wast they educ peopl maintain cleanli amp hygien surround swachhbharat,2,53433,15,Mon Jul 22 08:28:52 +0000 2019,2.5,0.25,1
swachhbharat KA kya hua bjp agenda bhuul gay Ya fir nayi saal nayi vision mission obsess find worth clean guy treasuri probabl,0,56,0,Mon Jul 22 08:27:21 +0000 2019,0.625,1.0,-1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk hailakandi assam creat,1,53433,0,Mon Jul 22 08:23:38 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk ananthapuramu andhra pra,1,53433,0,Mon Jul 22 08:23:33 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk vadodara gujarat organi,1,53433,0,Mon Jul 22 08:23:09 +0000 2019,0.0,0.0,0
deworm child amp fight intestin worm remind child wash hand keep away germ krimimuktbharat,1,60,0,Mon Jul 22 08:12:41 +0000 2019,0.0,0.125,-1
everi one know pragya singh thakur elect bjp hindu hindutva braveri carnag organ plant bomb amp kill muslim modi she never elect peopl welfar sadhvi confess swachhbharat pragyasinghthakur,0,536,0,Mon Jul 22 08:11:26 +0000 2019,0.5,2.25,-1
young swachhagrahi anuppur madhya pradesh carri cleanli awar drive plant tree amp clean differ street public place part swachhbharat mission mycleanindia,7,166492,23,Mon Jul 22 08:07:00 +0000 2019,1.5,1.0,1
load tree branch amp clean road opposit lion commun hall garodianagar ghatkopar team ji swachhbharatabhiyan swachhbharat ji ji,0,272,1,Mon Jul 22 08:05:36 +0000 2019,0.0,0.125,-1
plantat drive bmc green bhopal cool bhopal initi govt colleg narela bhopal near area,1,2799,0,Mon Jul 22 08:04:55 +0000 2019,0.625,0.375,1
deworm child amp fight intestin worm remind child wash hand keep away germ krimimuktbharat nationaldewormingday swachhbharat,1,3251,2,Mon Jul 22 08:01:47 +0000 2019,0.0,0.125,-1
member srm valliammai engin colleg clean renov pond urapakkam near kolatchi amman templ kancheepuram tamil nadu swachhbharat mycleanindia,10,166492,16,Mon Jul 22 07:59:00 +0000 2019,0.0,0.125,-1
swachhbharat In kanyakumari district tamilnadu swachhbharat intern carri sever activ ensur swachhata swachhsumm sbsi swachhbharat zsbp,0,531,0,Mon Jul 22 07:50:17 +0000 2019,0.5,0.625,-1
In kanyakumari district tamilnadu swachhbharat intern carri sever activ ensur swachhata swachhsumm sbsi,8,431710,68,Mon Jul 22 07:44:28 +0000 2019,0.5,0.625,-1
swachhbharat bpclimit conduct puppet show kolkata rais awar import swachhata part swachhtapakhwada initi petroleummin swachhbharat zsbp,0,531,0,Mon Jul 22 07:40:21 +0000 2019,1.625,0.125,1
swachhbharat bpclimit conduct puppet show kolkata rais awar import swachhata part swachhtapakhwada initi petroleummin swachhbharat zsbp,0,531,0,Mon Jul 22 07:40:21 +0000 2019,1.625,0.125,1
swachhbharat bpclimit conduct puppet show kolkata rais awar import swachhata part swachhtapakhwada initi petroleummin swachhbharat zsbp,0,531,0,Mon Jul 22 07:40:20 +0000 2019,1.625,0.125,1
swachhbharat under sbsi volunt nehru yuva kendra sangathan distribut sapl sangrur district punjab such initi contribut toward cleaner greener environ swachhsumm swachhbharat zsbp,0,531,0,Mon Jul 22 07:40:19 +0000 2019,1.25,0.5,1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,7,1895,0,Mon Jul 22 07:30:44 +0000 2019,0.125,0.0,1
swachhagrahi krishna andhra pradesh carri cleanli drive street public place part swachhbharat mission mycleanindia,5,166492,18,Mon Jul 22 07:30:00 +0000 2019,0.5,0.125,1
We know pragya singh thakur elect bjp hindu hindutva braveri organ plant bomb amp,1,2553,0,Mon Jul 22 07:23:43 +0000 2019,0.375,0.5,-1
inch toward realis dream mahatma swachhbharat,8,1858,11,Mon Jul 22 07:22:58 +0000 2019,0.0,0.25,-1
We know pragya singh thakur elect bjp hindu hindutva braveri organ plant bomb amp kill muslim modi she never elect peopl welfar swachhbharat swachhbharatabhiyan pragyasinghthakur,1,536,0,Mon Jul 22 07:20:24 +0000 2019,0.5,1.625,-1
paper news swachhbharat swachhbharatmiss mycleanindian,0,10,1,Mon Jul 22 07:19:08 +0000 2019,0.0,0.0,0
becaus swachhbharat haram congress bhakt like,0,57,1,Mon Jul 22 07:07:01 +0000 2019,0.0,0.0,0
nd day swachh bharat summer internship poovam villag hr nitpi student sbsi sbsi swaachhsumm swachhpuducherri swachhkaraik cleanindia swachhbharat swachhbharatabhiyan swachhatahiseva mycleanindia saynotoplast,0,283,8,Mon Jul 22 07:04:41 +0000 2019,0.0,0.0,0
virtual sweep asid pmmodi flagship swachhbharat campaign pragyasinghthakur said We elect clean drain toilet I said past I repeat,0,7396,0,Mon Jul 22 07:04:11 +0000 2019,0.5,1.125,-1
one posit new how india sinc built million toilet amp million peopl stop open defec empow peopl modi sarkar swachhbharat odf,1,8258,1,Mon Jul 22 07:03:04 +0000 2019,0.25,0.125,1
svacch bag readi go amazon india get next day deliveri choos fulfil By amazon svacch hygien swachhbharat periodproduct dispos menstruationmatt redisthenewgreen,0,3,0,Mon Jul 22 07:01:06 +0000 2019,1.125,0.0,1
A cleanli drive organis member nehru yuva kendra clean differ park amp public place uttara kannada karnataka mycleanindia swachhbharat,2,166492,13,Mon Jul 22 07:00:00 +0000 2019,1.0,0.25,1
india trash bomb lakh metric tonn daili garbag remain expos untreat kamavida kam avida newdelhi swachhbharat mycleanindia clean solidwast savetheearth read,0,81,2,Mon Jul 22 06:59:11 +0000 2019,0.75,1.875,-1
help contractor buy wast collect vehicl kamavida kam avida coimbator swachhbharat mycleanindia clean solidwast wastecollectionvehicl read,1,81,0,Mon Jul 22 06:55:54 +0000 2019,1.375,0.375,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk ananthapuramu andhra pradesh organis villag level ralli solid wast manag erad plastic wast swachhsumm swachhbharat modw youth yuvabharat,1,1457,4,Mon Jul 22 06:55:23 +0000 2019,0.5,0.25,1
No recycl facil toxic e wast bihar kamavida kam avida patna swachhbharat mycleanindia clean solidwast read,1,81,0,Mon Jul 22 06:54:29 +0000 2019,1.25,0.625,1
clean amp lift tree branch near chitaranjan ground rajawadi ghatkopar team ji swachhbharat swachhbharatabhiyan ji ji ji ji,3,272,4,Mon Jul 22 06:53:43 +0000 2019,0.0,0.125,-1
cement firm use wast fuel mix look rejig sourc kamavida kam avida mumbai swachhbharat mycleanindia clean solidwast read,0,81,0,Mon Jul 22 06:53:09 +0000 2019,0.875,0.375,1
ask forc form monitor solid wast manag programm district kamavida kam avida coimbator swachhbharat mycleanindia clean solidwast read,0,81,0,Mon Jul 22 06:51:09 +0000 2019,2.125,0.5,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk vadodara gujarat organ clean street drain back alley swachhsumm swachhbharat modw youth yuvabharat,1,1457,4,Mon Jul 22 06:50:24 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk hailakandi assam creat wall paint public place amp organ awar campaign swachhsumm swachhbharat modw youth yuvabharat,1,1457,4,Mon Jul 22 06:47:28 +0000 2019,0.5,0.125,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk lucknow uttar pradesh organ awar campaign school swachhsumm swachhbharat modw youth yuvabharat,0,1457,3,Mon Jul 22 06:43:51 +0000 2019,0.0,0.0,0
yesterday collect four bag garbag plant sapl sainik vihar district park more pic join u wemeantoclean cleandelhi swachhbharat mycleanindia delhipollut airpollut delhincr delhi,6,1895,0,Mon Jul 22 06:40:04 +0000 2019,0.375,0.125,1
clog drain lead overflow water road especi monsoon We clean mani clog drain yester,5,53,0,Mon Jul 22 06:33:48 +0000 2019,0.0,0.5,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,6,1895,0,Mon Jul 22 06:30:28 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk chandigarh organis cleanli drive public place amp plant sapl part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,6,Mon Jul 22 06:30:18 +0000 2019,0.0,0.125,-1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk chandigarh organ door door awar campaign swachhsumm swachhbharat modw youth yuvabharat,0,1457,5,Mon Jul 22 06:28:32 +0000 2019,0.0,0.0,0
swachhagrahi carri cleanli amp tree plantat drive variou place shivpuri madhya pradesh part swachhbharat mission mycleanindia,6,166492,28,Mon Jul 22 06:26:00 +0000 2019,0.5,0.375,1
swacchbharatabhiyan swachhbharat swachhata main railway road aryan hospit new coloni gurugram need immedi action,0,198,3,Mon Jul 22 06:25:55 +0000 2019,1.125,0.125,1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk bhagalpur bihar organiz,1,3152,0,Mon Jul 22 06:23:25 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk bhagalpur bihar organ clean street drain back alley awar drive swachhsumm swachhbharat modw youth yuvabharat,1,1457,3,Mon Jul 22 06:22:14 +0000 2019,0.5,0.0,1
emind daili statu main railway road aryan hospit new coloni gurugram swacchbharatabhiyan swachhbharat swachhata,1,52,3,Mon Jul 22 06:21:46 +0000 2019,1.0,0.0,1
youth volunt nehru yuva kendra nyk udhampur jammu amp kashmir organis seminar door door awar campaign part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,3,Mon Jul 22 06:18:57 +0000 2019,0.0,0.0,0
glimps activ swachhbharat carri kiocl recent past,11,4,0,Mon Jul 22 06:18:44 +0000 2019,0.0,0.0,0
mannkibaat fightagainstadulter anoth swachhbharat like goal pleas apart homeforal make rent control act effect owner fear give hous rent It still pathet adulter rent,0,41,0,Mon Jul 22 06:17:22 +0000 2019,1.125,2.375,-1
humbl request least pleas open mouth wors toilet pragyasinghthakur swachhbharat swachhbharatabhiyan,6,764,10,Mon Jul 22 06:05:01 +0000 2019,0.0,1.625,-1
swachhagrahi carri cleanli drive variou public place amp street udupi karnataka part swachhbharat mission mycleanindia,6,166492,21,Mon Jul 22 05:55:44 +0000 2019,0.5,0.5,-1
statement member modi govt swachhbharat via,0,440,0,Mon Jul 22 05:48:39 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk nahan sirmour himach pradesh organis cleanli drive public place part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 05:48:09 +0000 2019,0.0,0.125,-1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk mandi himach pradesh organ awar campaign segreg wast biodegrad non biodegrad swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 05:44:36 +0000 2019,1.375,0.0,1
youth volunt nehru yuva kendra nyk panipat haryana plant sapl carri ralli part swachh bha,1,3152,0,Mon Jul 22 05:43:25 +0000 2019,0.0,0.0,0
We clear tonn garbag today highlight day A group smart kid yr join u,2,132,0,Mon Jul 22 05:43:08 +0000 2019,0.75,0.0,1
kalwa clean cleanup clean cleanup swachhbharatabhiyan swachhbharat beatplasticpollut beatpollut Mu,2,13,0,Mon Jul 22 05:41:47 +0000 2019,0.0,0.125,-1
mondaymotiv volunt u cleandelhi swachhbharat join u,5,391,0,Mon Jul 22 05:40:24 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk panipat haryana plant sapl carri ralli part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,1,1457,3,Mon Jul 22 05:40:09 +0000 2019,0.0,0.0,0
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,6,1895,0,Mon Jul 22 05:30:28 +0000 2019,0.125,0.0,1
are unattend garbag dump area simpli click upload amp share report issu swachhataapp help u maintain monitor cleanli area mycleanindia swachhbharat download app,19,65,47,Mon Jul 22 05:26:16 +0000 2019,0.5,0.375,1
swachhbharat RT paramiy swachh bharat summer intern nss volunt gdc kathua take plastic wast manag block kathua J amp K swachhbharat gssjodhpur swachhbharat zsbp,0,531,0,Mon Jul 22 05:25:04 +0000 2019,0.125,0.0,1
great train ola cab driver spit effortlessli eas keep spit indian road help swachhbharat swachhbharatabhiyan major driver train well ola,0,882,0,Mon Jul 22 05:23:58 +0000 2019,1.375,0.375,1
hose oppos laugh u cri econom polici say vote njoy nxt yr you dumb idiot narendramodi initi swachhbharat defenc corruptionfre r game changer india We expect lot fm critic understand,0,23,0,Mon Jul 22 05:20:56 +0000 2019,0.625,0.25,1
virtual sweep asid pmmodi flagship swachhbharat campaign pragyasinghthakur said We elect cle,6,89,0,Mon Jul 22 05:19:01 +0000 2019,0.25,0.75,-1
greengapati journey start roll model swachhbharat isro,0,1340,1,Mon Jul 22 05:07:52 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk dahod gujarat plant distribut sapl part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 05:04:52 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk panaji goa organis cleanli drive public place carri ralli part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 04:56:07 +0000 2019,0.0,0.125,-1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk daman organ door door awar campaign swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 04:54:04 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk daman organis cleanli drive public place part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 04:50:10 +0000 2019,0.0,0.125,-1
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk korba chhattisgarh carri ralli conduct seminar spread awar clean amp green environ swachhsumm swachhbharat modw youth yuvabharat,0,1457,3,Mon Jul 22 04:47:44 +0000 2019,1.0,0.5,1
No becom MP enjoy power If MP mean duti toward swachhbharat clean societi everi one moral duti MP,0,7,0,Mon Jul 22 04:47:06 +0000 2019,0.625,1.375,-1
scr mount drive litter swachhrail swachhbharat han india newspap,0,38681,4,Mon Jul 22 04:47:01 +0000 2019,0.0,0.0,0
We clean gomateshwara hill dhanashal part th week cleanathon We pleas see number,3,339,0,Mon Jul 22 04:45:52 +0000 2019,0.625,0.125,1
mondaymotiv volunt u cleandelhi swachhbharat join u,5,1895,0,Mon Jul 22 04:45:45 +0000 2019,0.0,0.0,0
press coverag kanker bastar chhattisgarh swachh bharat summer internship sbsi sbsi swachhsumm,1,3152,0,Mon Jul 22 04:43:24 +0000 2019,0.0,0.0,0
press coverag kanker bastar chhattisgarh swachh bharat summer internship sbsi sbsi swachhsumm swachhbharat modw youth yuvabharat,1,1457,2,Mon Jul 22 04:42:57 +0000 2019,0.0,0.0,0
haven becom MP clean toilet drain pragya thakur bhopal bjp pragyathakur swachhbharat toilet npnew npnew,0,92,0,Mon Jul 22 04:40:34 +0000 2019,0.0,0.125,-1
pleas retweet let stoplitt cleandelhi swachhbharat mycleanindia wemeantoclean,4,1895,1,Mon Jul 22 04:30:29 +0000 2019,0.0,0.0,0
As part swachh bharat summer internship sbsi youth volunt nehru yuva kendra nyk araria bihar carri ralli conduct seminar swachhsumm swachhbharat modw youth yuvabharat,0,1457,5,Mon Jul 22 04:30:05 +0000 2019,0.0,0.0,0
youth volunt nehru yuva kendra nyk araria bihar organis cleanli drive public place part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 04:28:22 +0000 2019,0.0,0.125,-1
swachhbharat swachhbharat summer intern came togeth conserv old water structur like pond kathua district jammuandkashmir swachhsumm sbsi swachhbharat zsbp,0,531,0,Mon Jul 22 04:25:16 +0000 2019,0.75,0.125,1
swachhbharat summer intern came togeth conserv old water structur like pond kathua district jammuandkashmir swachhsumm sbsi,21,431710,188,Mon Jul 22 04:25:12 +0000 2019,0.75,0.125,1
youth volunt nehru yuva kendra nyk haflong N C hill assam organis clean street public place part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,0,1457,2,Mon Jul 22 04:24:58 +0000 2019,0.0,0.125,-1
youth volunt nehru yuva kendra nyk lower subansiri ziro arunach pradesh organis clean street pu,1,3152,0,Mon Jul 22 04:23:25 +0000 2019,0.0,0.125,-1
deworm child amp fight intestin worm remind child wash hand keep away germ krimimuktbharat nationaldewormingday swachhbharat,4,3502,18,Mon Jul 22 04:22:52 +0000 2019,0.0,0.125,-1
We serv countri keep citi garbag litter free lionservic lsl cleanindia swachhbharat mondaythought mondaymotiv mondaymorn visit Us,0,10,1,Mon Jul 22 04:21:27 +0000 2019,0.375,0.0,1
youth volunt nehru yuva kendra nyk lower subansiri ziro arunach pradesh organis clean street public place part swachh bharat summer internship sbsi swachhsumm swachhbharat modw youth yuvabharat,1,1457,2,Mon Jul 22 04:21:17 +0000 2019,0.0,0.25,-1
pragya thakur kick anoth controversi I becom MP clean toilet drain pragyathakur swachhbharat,5,729969,15,Mon Jul 22 04:21:09 +0000 2019,0.375,0.75,-1
easi way clean heavi stain makeinindia swachhbharat cleanindia healthyindia greenindia ecofriendli biodegrada,3,24,0,Mon Jul 22 04:14:22 +0000 2019,0.625,1.125,-1
emiclean india pleas inform variou reason one choos emiclean clean chemic tri,2,24,0,Mon Jul 22 04:13:11 +0000 2019,0.125,1.0,-1
after sadhvi pragya thakur comment swachhbharat dream girl hema malini suffer bad press inabl handl broom join apollo trauma center bjp insid quickli deni suggest event connect,0,512,1,Mon Jul 22 03:38:51 +0000 2019,0.125,1.5,-1
delhi let S segreg our wast We help visit It help reduc contribut air water pollut wemeantoclean cleandelhi swachhbharat mycleanindia wastemanag wastesegreg delhipollut airpollut waterpollut,7,1895,1,Mon Jul 22 03:30:15 +0000 2019,0.125,0.0,1
th week team near bahubali gomateshwar betta karkala udupi district got mani alcohol b,16,82,0,Mon Jul 22 03:20:45 +0000 2019,0.375,0.125,1
virtual sweep asid pmmodi flagship swachhbharat campaign pragyasinghthakur said We elect clean drain toilet I said past I repeat,6,67875,21,Mon Jul 22 03:08:45 +0000 2019,0.5,1.125,-1
My view sir regard popul I want countri contribut bill contribut,32,4414,0,Mon Jul 22 02:50:34 +0000 2019,0.875,0.25,1
yesterday collect four bag garbag plant sapl sainik vihar district park more pic join u wemeantoclean cleandelhi swachhbharat mycleanindia delhipollut airpollut delhi delhincr,5,1895,1,Mon Jul 22 02:40:04 +0000 2019,0.375,0.125,1
inaya foundat met auto wala give messag clean n green jaipur manishji grt job He keep dustbin n flower pot state messag clearli realli love way love jaipur swachhbharat ashokgehlot mannkibaat,3,36,15,Mon Jul 22 02:35:00 +0000 2019,2.375,0.875,1
clog drain lead overflow water road especi monsoon We clean mani clog drain yesterday swachhbharat swachhkarkalabrigad cleanrevolut,5,329,10,Mon Jul 22 01:57:29 +0000 2019,0.0,0.5,-1
use toilet healthi practic but swachhbharat toilet lock nationalhighway itsmystori pl see petit swachhbharat thank share success stori pl solv issu swacchkarnataka sanit,0,296,0,Mon Jul 22 01:34:41 +0000 2019,2.125,0.125,1
week activ complet prepar plant bed increas sustain tree plant hindu smashan bhumi swachhbharat mycleanindia,21,365,20,Mon Jul 22 01:24:44 +0000 2019,0.25,0.0,1
posit news southasia some toilet built india sinc result countri sanit drive swachhbharat,0,24192,12,Mon Jul 22 01:18:27 +0000 2019,1.5,0.0,1
We clean gomateshwara hill dhanashal part th week cleanathon We pleas see number increas swachhbharat cleanrevolut swachhkarkalabrigad,3,329,10,Mon Jul 22 01:07:54 +0000 2019,0.625,0.125,1
drink respons drink hous drink bar pleas drink throw bottl public place We collect almost two sack full bottl th week cleanathon cleanrevolut swachhbharat swachhkarkalabrigad,9,329,22,Mon Jul 22 00:55:01 +0000 2019,0.625,0.125,1
swachhbharat ki realiti,9,422,0,Mon Jul 22 00:37:36 +0000 2019,0.25,0.0,1
haven becom MP clean toilet drain pragya thakur window To new bhopal bjp MP,1,405,0,Sun Jul 21 23:23:30 +0000 2019,0.0,0.125,-1
tax pay get free educ healthcar unemploy benefit countri least expec,1,1,0,Sun Jul 21 23:15:38 +0000 2019,1.0,0.625,1
tomorrow spot let come togeth swachhraipur onward near farishta apart byron bazar janta coloni,13,529,0,Sun Jul 21 23:00:05 +0000 2019,0.0,0.0,0
pragya thakur say not elect clean toilet how feel pragyasinghthakur pragyathakur swachhbharat bjp modigovt digvijaysingh smartciti smartciti,0,1,0,Sun Jul 21 22:37:53 +0000 2019,0.125,1.0,-1
watch small short film swachhbharat made st,1,5,0,Sun Jul 21 21:12:35 +0000 2019,0.125,0.375,-1
haven becom MP clean toilet drain pragya thakur window To new bhopal bjp MP pragyasinghthakur primeminist narendramodi swachhbharat sehor congress,1,179,0,Sun Jul 21 20:01:32 +0000 2019,0.0,0.125,-1
ngo hold upcycl workshop kamavida kam avida visakhapatnam swachhbharat mycleanindia clean solidwast ewast,2,249,0,Sun Jul 21 19:52:30 +0000 2019,0.5,0.875,-1
now statment swachhbharat ajazkhan sadhvipragya,0,10,2,Sun Jul 21 19:30:34 +0000 2019,0.0,0.0,0
hea area pick full obstacl well necessari done better environ day swachhbharat swachhbharatabhiyan,0,3,4,Sun Jul 21 19:24:48 +0000 2019,1.75,0.125,1
oday clean area close peopl live nearbi day swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 19:21:35 +0000 2019,0.25,0.125,1
well import thing type campaign creat awar surround area peopl realli support gave u satisfact swachhta swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 19:07:35 +0000 2019,2.125,0.5,1
thi may b coz use toilet cost r urin swachhbharat abhiyan provid free urin railway station across india In rain season mani time public pay Rs,0,279,0,Sun Jul 21 19:02:00 +0000 2019,1.125,0.25,1
forget swachhbharat forget bhopal forget madhyapradesh woman amp imandari go togeth whi hospit,0,5,0,Sun Jul 21 18:56:04 +0000 2019,0.75,0.625,1
realli amaz seem work creativ manner swachhbharat swachhbharatabhiyan,0,3,4,Sun Jul 21 18:45:35 +0000 2019,1.125,0.25,1
day student surround area start join u give full support work dedic swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 18:42:25 +0000 2019,0.875,0.125,1
and happen notic enquiri In name patriot elect pl godsak remov swachhbharat,0,5,0,Sun Jul 21 18:41:51 +0000 2019,0.375,0.125,1
what context look like anoth foot mouth comment swachhbharat toss,0,138,0,Sun Jul 21 18:37:14 +0000 2019,0.0,0.0,0
day final abl clean worst garbag full road swachhbharat swachhbharatabhiyan,0,3,4,Sun Jul 21 18:37:08 +0000 2019,0.375,0.875,-1
day clean almost half target section come join u support u swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 18:33:47 +0000 2019,0.375,0.25,1
after complet two day abl clean vast area group peopl come join u support u swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 18:31:45 +0000 2019,0.375,0.375,-1
It day come join u support initi swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 18:30:33 +0000 2019,0.25,0.125,1
such initi are the need oF the hour hearten see celeb like,1,2,0,Sun Jul 21 18:30:26 +0000 2019,0.125,0.25,-1
great job done A big salut crpf amp raf swachhbharat swasthabharat,1,162,0,Sun Jul 21 18:27:07 +0000 2019,0.75,0.125,1
swachhta campaign start initi two peopl get good respons other It day swachhbharat swachhbharatabhiyan,0,3,3,Sun Jul 21 18:23:11 +0000 2019,0.875,0.0,1
I support she absolut incontrovert right she might found futil over act quit puke worthi swachhbharat bestactor,0,428,0,Sun Jul 21 18:02:29 +0000 2019,2.25,0.75,1
great job done A big salut crpf amp raf swachhbharat swasthabharat,1,442,4,Sun Jul 21 18:01:07 +0000 2019,0.75,0.125,1
tax pay get free educ healthcar unemploy benefit countri least expect basic infrastructur like good road water hygien surround etc pleas check surround live swachhbharat haralur,1,21,2,Sun Jul 21 17:59:42 +0000 2019,3.5,1.125,1
let blame author everyth mani dustbin yet peopl chose litter thi show char,2,900,0,Sun Jul 21 17:57:29 +0000 2019,0.25,0.875,-1
pleas someth turn mess pile garbag alcohol bottl kind dirt pile around ganapati complex swachhbharat,0,2,0,Sun Jul 21 17:55:51 +0000 2019,0.875,0.75,1
thi small parse agiyari lane mint road modi street becom dump yard can even walk,2,545,0,Sun Jul 21 17:51:00 +0000 2019,0.125,0.375,-1
need attent daili statu main railway road aryan hospit new coloni gurugram swacchbharatabhiyan swachhbharat swachhata,6,52,10,Sun Jul 21 17:41:04 +0000 2019,1.125,0.125,1
kalwa clean cleanup clean cleanup swachhbharatabhiyan swachhbharat beatplasticpollut beatpollut mumbai mumbaikar,2,25,8,Sun Jul 21 17:31:03 +0000 2019,0.0,0.125,-1
wasn elect clean toilet drain bjp MP sadhvipragya toiletsquad toiletspi toiletekfraudkatha swachhbharatabhiyan swachhbharat,0,374,1,Sun Jul 21 17:24:12 +0000 2019,0.5,0.375,1
So sadhvi pragya believ swachhbharat defianc modi bjp result suspens Or parliament work minor wasn elect clean toilet drain bjp MP sadhvi pragya india new,0,87,0,Sun Jul 21 17:20:36 +0000 2019,1.125,0.5,1
daili statu road girl govt school jain mandir road sadar bazar gurugram swacchbharatabhiyan swachhbharat swachhata,12,52,25,Sun Jul 21 17:13:18 +0000 2019,0.0,0.0,0
whi put dustbin follow swachhbharat thi front laxmi nagar metro pillar shakarpur Si,1,6,0,Sun Jul 21 17:12:49 +0000 2019,0.0,0.625,-1
biggest stigma countri thank contribut swachhbharat abhiyan marri,0,68,0,Sun Jul 21 17:09:39 +0000 2019,0.125,0.0,1
biggest stigma countri thank contribut swachhbharat abhiyan marri,0,68,0,Sun Jul 21 17:09:34 +0000 2019,0.125,0.0,1
